timestamp,process_flow_kgph,inlet_temp_c,outlet_temp_c,process_pressure_bar,heat_duty_mw,heat_duty_gjph,fuel_lhv_mjkg,fuel_hhv_mjkg,fuel_mw,fuel_wobbe,fuel_flow_kgph,fuel_energy_gjph,excess_air_pct,stoich_air_kgph,combustion_air_kgph,stack_o2_pct,flue_co2_pct,flue_co_ppm,flue_nox_ppm,flue_sox_ppm,radiant_duty_mw,convection_duty_mw,flame_temp_c,tube_metal_temp_c,stack_temp_c,kpi_efficiency_pct,kpi_co2_tph,kpi_stack_loss_pct,kpi_total_loss_pct,fuel_h2_pct,fouling_index,ambient_temp_c,fault_flag,fault_type
2025-01-01 00:00:00,192699.0898401728,40.74979722139592,398.77011095011966,11.962066713533062,49.900245768142,179.04716548454633,45.84924624121551,50.55589079828125,19.067906077348066,53.006993343869574,4177.2102501083955,194.36130957555983,15.0,66250.16749442738,76892.89569362495,3.0356635334065674,10.577616165743398,0.0,59.63525974373735,45.225890287106225,34.81472662199511,14.920597123712195,1794.3413260211714,549.243682372058,153.66860497025934,92.12078570346328,10.903669467188907,5.379214296536716,9.879214296536716,25.0,0.0008830389708651028,12.593895051068301,0,none
2025-01-01 01:00:00,194743.51416079063,41.09600188167231,400.20144072193335,11.966789799741878,49.355398179900995,179.54613446428178,45.85831381812779,50.56737487425943,19.03859936689614,52.978274326391094,4222.719966812507,194.7943981435542,14.805401446960891,66390.17963844056,75351.99154987257,2.8650852617013514,10.63552468306618,0.8358032524342316,58.32890672470046,45.89207387212188,34.91174836805479,14.962177872023483,1781.2404662446556,553.4594597191552,152.2944821660166,92.17212413468114,10.92796573585339,5.327875865318859,9.827875865318859,25.20799052010333,0.0017409808036419941,11.686827977899698,0,none
2025-01-01 02:00:00,195604.21547257068,40.48505786058097,401.7418954779593,12.057864447894184,49.859237682147885,179.9793344407147,45.8571568599995,50.565909588089,19.042333679187543,52.98193446714417,4254.823138411208,195.42038087656906,14.852968508543817,66604.50224476858,79371.99004706572,2.927475029350916,10.367025220368733,3.7271014135710234,63.04112102821351,47.33380197172218,34.99598169680563,14.998277870059558,1826.8002992456445,554.4252719836319,154.21701059637667,92.09854859222325,10.963083367175525,5.401451407776747,9.901451407776747,25.181488004340192,0.002686484288403794,13.617005275551412,0,none
2025-01-01 03:00:00,194194.564951894,41.23745277032039,399.9192764490423,11.984227414108517,49.920917991014356,180.07369433590867,45.85437841457554,50.56239069007924,19.05130765011635,52.990729343570365,4269.288084201946,195.64567355951928,15.007936696404625,66683.63008516384,78267.72427620806,2.9700828702830826,10.49709275254157,1.0622371388477039,56.16602526128829,45.76272877362018,35.01432945420446,15.006141194659056,1801.399632703135,546.7755713532047,154.69441316256143,92.04072395760221,10.975722286689031,5.459276042397789,9.95927604239779,25.117799488908346,0.003646099412793514,14.562020085778718,0,none
2025-01-01 04:00:00,199135.44396951108,40.27748884006991,399.47744163675463,12.077289682596504,49.79132716938114,181.0851979050418,45.84910074492492,50.55570652739259,19.068377061704957,53.00745477874636,4340.90312882524,196.6119529540668,14.783721304401382,67017.44706802076,77571.63009095142,2.9700828702830826,10.60485941739903,2.3642238992952174,62.38145218574109,46.8734320700886,35.21101070375813,15.090433158753486,1813.5542305355752,550.7268517663242,152.97958856797314,92.10284277444087,11.029930560723146,5.397157225559127,9.897157225559127,24.996657411226305,0.004419472275854695,13.282608886583194,1,o2_sensor_stuck
2025-01-01 05:00:00,196084.74541582074,40.22300413329358,400.23362386928153,12.029084687222038,49.63739926134029,181.6129316652669,45.86615478603554,50.57730545131063,19.013329632602915,52.95350102685226,4325.694964226945,197.5047850721072,15.32129339388344,67307.2682471309,77276.94494056239,2.9700828702830826,10.373321836749117,0.0,60.64197030073237,45.57678512397971,35.31362560157967,15.134410972105577,1803.6826499651902,549.124021574321,156.06934160977454,91.95368689369306,11.080018442545216,5.54631310630694,10.04631310630694,25.387330510756403,0.005181262481106041,15.005936964405995,1,o2_sensor_stuck
2025-01-01 06:00:00,198869.07804769903,39.457430513502125,400.3080895521602,11.985750635744449,51.38736629918997,181.410476365008,45.86965608879051,50.581739847318474,19.002067347362217,52.94245691859066,4253.955456026942,197.52594429464835,15.546901193033188,67311.50088832821,78022.34511385293,2.9700828702830826,10.467576458130566,0.0,59.43184854469911,46.94217373036336,35.274259293195996,15.117539697084002,1808.1048481127896,547.2602343776476,155.05861706883834,91.84134115283561,11.081205474929773,5.658658847164389,10.15865884716439,25.467259255014692,0.006275836513583165,17.442390815693514,1,o2_sensor_stuck
2025-01-01 07:00:00,196132.3726464355,39.739357579693895,400.1831964190005,12.032088022176952,50.05112249923135,181.6428164207418,45.850357878793815,50.557298686026016,19.064308376037943,53.00346847873298,4324.1082005918615,197.7174304897371,15.179073987043722,67393.19062020791,79447.40483298671,2.9700828702830826,10.425333846669716,5.059246206314748,62.7340051845525,48.99499496522723,35.31943652625535,15.136901368395153,1807.1194086033477,552.7252615898146,158.37919589870316,91.86990543566179,11.09194785047425,5.630094564338208,10.130094564338208,25.02553298391835,0.0069663162160867815,18.37956628325032,1,o2_sensor_stuck
2025-01-01 08:00:00,194832.2505801382,39.677534364970924,398.92197492228433,11.941305866831215,50.480891501840524,181.890534313768,45.83011945746035,50.5316667481312,19.130021326638293,53.0678205931064,4313.826542753202,198.36482020351127,15.92864197788916,67631.16590524648,78536.00792416124,2.9700828702830826,10.499504615380344,3.0809506460636054,57.85598277646055,45.29048195748112,35.36760389434378,15.157544526147337,1799.5359545636443,546.10413156338,159.74160284656452,91.6949558531389,11.128266413416982,5.805044146861107,10.305044146861107,24.559166388618955,0.00788851216638051,19.823374785614302,1,o2_sensor_stuck
2025-01-01 09:00:00,196769.02357421935,39.958440122879175,401.4814641373572,12.087435648229338,51.46929089113924,182.12572941870488,45.83825900836279,50.54197548020992,19.10353830486098,53.04189375493329,4333.8161504138425,198.66331055770138,15.949024848399446,67725.96068169708,78000.83916561345,2.9700828702830826,10.45658905389611,0.0,57.262260581050896,47.32937459806107,35.41333627585928,15.177144118225408,1797.2619725000438,550.2486236842952,158.98441158529144,91.67557356586323,11.145011722287048,5.824426434136768,10.324426434136768,24.74711711350177,0.008643130540416257,20.188268997897566,1,o2_sensor_stuck
